Country of Origin,Altitude,Harvest Year,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Category One Defects,Color,Category Two Defects,Specialty
Mexico,1550.0,2012,Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,4,Green,16,No Specialty
Burundi,1700.0,2016,,,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,0,Green,0,No Specialty
"Tanzania, United Republic Of",1700.0,2015/2016,Bourbon,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,0,Green,5,No Specialty
"Tanzania, United Republic Of",,2014,Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,0,Bluish-Green,5,No Specialty
Taiwan,600.0,2013/2014,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,0,Green,0,No Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,1,Green,4,No Specialty
Mexico,940.0,2012,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,0,Green,21,No Specialty
United States (Hawaii),,2012,Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,5,Green,7,No Specialty
Ethiopia,,2010,,,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,0,,1,No Specialty
Brazil,995.0,2017 / 2018,Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,0,Green,1,No Specialty
Honduras,1400.0,2016,Caturra,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,0,Green,4,No Specialty
Mexico,1600.0,2016,Caturra,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,0,Green,2,No Specialty
Myanmar,914.4,2015,Other,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,1,Green,26,No Specialty
Myanmar,4287.0,2014,Catuai,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,0,Green,1,No Specialty
Nicaragua,900.0,2015,Caturra,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,0,Green,2,No Specialty
United States (Hawaii),,2014,Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,4,Green,13,No Specialty
Colombia,,2012,Typica,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,0,Green,0,No Specialty
Taiwan,700.0,2013/2014,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,0,Green,0,No Specialty
Guatemala,1400.0,2012,Caturra,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,1,Green,12,No Specialty
Mexico,808.0,2012,Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,2,,8,No Specialty
Vietnam,1550.0,2017,Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,0,,2,No Specialty
Nicaragua,1187.5,2015,Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,0,,2,No Specialty
Honduras,1400.0,2015,Catuai,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,0,Green,0,No Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,0,Green,2,No Specialty
Mexico,1250.0,2012,Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,0,Green,2,No Specialty
Mexico,1550.0,2012,Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,1,Green,2,No Specialty
Mexico,1000.0,2012,Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,0,Green,12,No Specialty
Guatemala,1310.64,2012,Bourbon,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,0,Green,5,No Specialty
United States (Hawaii),,,,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,12,,1,No Specialty
Brazil,1100.0,2017 / 2018,Bourbon,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,0,Green,5,No Specialty
Taiwan,850.0,2014,Typica,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,0,Green,0,No Specialty
Nicaragua,,2013,,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,0,Green,4,No Specialty
Taiwan,200.0,2013/2014,Typica,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,0,Green,0,No Specialty
Taiwan,150.0,2013/2014,Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,0,Green,0,No Specialty
Taiwan,250.0,2013/2014,Typica,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1300.0,2012,Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,0,,0,No Specialty
Mexico,1300.0,2012,Typica,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,1,Green,17,No Specialty
Nicaragua,1250.0,2017,Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,0,Green,5,No Specialty
Myanmar,3845.0,2015,Other,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,0,Green,4,No Specialty
Mexico,1400.0,2014,Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,0,Green,2,No Specialty
Taiwan,250.0,2013/2014,Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,0,Green,0,No Specialty
Thailand,800.0,2012,,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1250.0,2012,Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,0,Green,9,No Specialty
Mexico,1100.0,2012,Other,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,0,Green,12,No Specialty
Ethiopia,,2010,,,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,0,,2,No Specialty
Colombia,,2015,,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,0,Green,1,No Specialty
United States (Hawaii),,2014,Hawaiian Kona,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,10.0,10.0,10.0,1,Green,3,No Specialty
Mexico,1300.0,2013,Bourbon,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,0,Green,4,No Specialty
Mexico,1100.0,2012,Other,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,1,Green,7,No Specialty
Mexico,1100.0,2012,Bourbon,Washed / Wet,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,0,,0,No Specialty
Mexico,1100.0,2012,Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,0,Green,3,No Specialty
Mexico,1250.0,2012,Typica,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,0,Green,6,No Specialty
Mexico,1250.0,2012,Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,0,Green,0,No Specialty
United States (Hawaii),,,,,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10.0,3,,0,No Specialty
Kenya,1500.0,2017,SL34,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,0,,5,No Specialty
Guatemala,1700.0,2017,Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,0,Green,2,No Specialty
Nicaragua,1250.0,2014,Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1300.0,2012,Typica,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,0,Green,3,No Specialty
United States (Hawaii),,2012,Hawaiian Kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,7,Blue-Green,10,No Specialty
Guatemala,190164.0,2016,Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,0,Green,1,No Specialty
Taiwan,1000.0,2014,Typica,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,0,,0,No Specialty
Taiwan,600.0,2013,Typica,Washed / Wet,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,0,Blue-Green,0,No Specialty
Thailand,800.0,2013,,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,0,Green,0,No Specialty
Peru,,2013,,Washed / Wet,7.0,7.08,7.0,7.25,7.5,7.42,9.33,10.0,10.0,1,Green,2,No Specialty
Costa Rica,1100.0,2013,Catuai,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,0,Bluish-Green,4,No Specialty
Mexico,1400.0,2013,Typica,Washed / Wet,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,0,Green,4,No Specialty
Mexico,1022.0,2013,Bourbon,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,0,Green,4,No Specialty
Mexico,1300.0,2013,Bourbon,Washed / Wet,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,0,Green,5,No Specialty
Mexico,1450.0,2012,Bourbon,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,0,,0,No Specialty
Mexico,1050.0,2012,Typica,Washed / Wet,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,1,Green,22,No Specialty
Guatemala,,2012,Bourbon,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,0,Green,4,No Specialty
Mexico,1100.0,2012,Typica,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10.0,10.0,10.0,0,,7,No Specialty
Guatemala,1219.2,2016,Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,0,Green,1,No Specialty
El Salvador,1250.0,2016,Bourbon,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,0,Bluish-Green,12,No Specialty
Thailand,800.0,2013,,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,0,Blue-Green,0,No Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,0,Green,6,No Specialty
Mexico,1400.0,2013,Typica,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,0,Green,6,No Specialty
Mexico,975.0,2012,Caturra,Washed / Wet,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,10.0,5,,6,No Specialty
Mexico,1264.0,2012,Mundo Novo,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10.0,10.0,10.0,0,,9,No Specialty
Thailand,,,Peaberry,,7.17,7.17,7.0,7.0,7.25,6.92,10.0,10.0,10.0,1,,0,No Specialty
Mexico,1250.0,2012,Typica,Washed / Wet,7.08,7.0,6.92,7.33,7.25,7.08,10.0,10.0,10.0,0,,11,No Specialty
Mexico,1550.0,2012,Caturra,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,0,Green,5,No Specialty
Colombia,1800.0,4T/10,,,7.25,7.17,7.0,6.75,7.17,7.33,10.0,10.0,10.0,0,,4,No Specialty
Guatemala,1325.88,2009/2010,,,7.08,7.0,6.83,7.33,7.25,7.0,10.0,10.0,10.0,1,,19,No Specialty
Nicaragua,1050.0,2015,Caturra,Natural / Dry,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,0,Green,6,No Specialty
Taiwan,700.0,2014,Typica,Natural / Dry,6.92,7.0,7.17,7.0,7.42,7.0,10.0,10.0,10.0,0,,1,No Specialty
Colombia,1550.0,2013,Caturra,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,0,Green,2,No Specialty
Mexico,1550.0,2012,Caturra,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,1,Green,20,No Specialty
Mexico,1100.0,2012,Typica,Washed / Wet,7.25,7.33,7.0,7.25,7.17,7.17,9.33,10.0,10.0,0,Bluish-Green,5,No Specialty
Guatemala,1219.2,2013,Bourbon,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,0,Green,2,No Specialty
Guatemala,1219.2,2014,Other,Washed / Wet,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,1,Green,4,No Specialty
Mexico,800.0,2012,Typica,Washed / Wet,7.0,6.83,6.83,7.42,7.33,7.17,10.0,10.0,10.0,0,Green,30,No Specialty
Cote d?Ivoire,200.0,2016,,Washed / Wet,7.42,7.25,6.83,7.0,7.33,7.08,9.33,10.0,10.0,1,Bluish-Green,2,No Specialty
Colombia,1200.0,2013,Caturra,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,0,Green,3,No Specialty
Mexico,950.0,2012,Typica,Washed / Wet,7.0,7.0,6.83,7.33,7.42,6.92,10.0,10.0,10.0,0,,23,No Specialty
Mexico,750.0,2012,Typica,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,10.0,0,Green,19,No Specialty
Guatemala,,2012,Bourbon,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10.0,10.0,10.0,0,Green,6,No Specialty
Taiwan,850.0,2014,Typica,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,0,Blue-Green,0,No Specialty
Mexico,1000.0,2012,Bourbon,Washed / Wet,7.0,7.0,6.92,7.17,7.17,7.08,10.0,10.0,10.0,0,Green,10,No Specialty
Guatemala,1219.2,2017,Bourbon,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,0,Green,0,No Specialty
Honduras,1650.0,2017,Catuai,Washed / Wet,7.58,7.0,6.75,6.92,7.0,6.92,10.0,10.0,10.0,0,Green,5,No Specialty
Guatemala,1320.0,2016,Bourbon,Washed / Wet,7.08,7.0,6.92,7.42,7.0,6.92,10.0,10.0,10.0,0,Green,6,No Specialty
Guatemala,1550.0,2015,Catuai,Washed / Wet,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,10.0,0,Green,6,No Specialty
Costa Rica,,2012,Catuai,Washed / Wet,7.17,7.42,7.5,8.0,7.25,7.83,10.0,10.0,6.67,5,,20,No Specialty
Mexico,1550.0,2012,Typica,Washed / Wet,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10.0,10.0,0,,8,No Specialty
Mexico,1450.0,2012,Typica,Washed / Wet,7.17,6.92,6.92,7.08,7.17,7.0,10.0,10.0,10.0,0,Green,34,No Specialty
Mexico,1200.0,08/09 crop,Typica,,6.75,6.75,6.83,7.25,7.58,7.08,10.0,10.0,10.0,0,,8,No Specialty
Guatemala,1700.0,2017,Bourbon,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,0,Green,1,No Specialty
United States (Puerto Rico),853.44,2013,Other,Washed / Wet,7.42,7.08,6.75,7.33,7.33,6.92,10.0,9.33,10.0,0,Green,0,No Specialty
Mexico,1500.0,2012,Typica,Washed / Wet,7.33,7.0,6.92,7.25,7.33,7.08,9.33,10.0,10.0,0,,2,No Specialty
Mexico,1100.0,2012,Mundo Novo,Washed / Wet,7.25,7.08,6.75,7.33,7.42,7.0,9.33,10.0,10.0,0,Green,45,No Specialty
Mexico,1200.0,2012,Typica,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10.0,0,Bluish-Green,0,No Specialty
,,,,,6.75,6.75,6.42,6.83,7.58,7.5,10.0,10.0,10.0,0,,3,No Specialty
Guatemala,1219.2,2014,Other,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10.0,10.0,10.0,0,Green,3,No Specialty
Honduras,1350.0,2014,Pacas,Washed / Wet,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,0,Green,12,No Specialty
Peru,1400.0,2012,Typica,Washed / Wet,7.67,7.17,7.08,7.25,8.0,7.5,8.67,9.33,9.33,0,,4,No Specialty
Mexico,1300.0,2012,Mundo Novo,Natural / Dry,6.75,7.08,6.67,7.25,7.17,7.08,10.0,10.0,10.0,0,,12,No Specialty
Mexico,1550.0,2012,Typica,Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7.0,8.67,10.0,10.0,3,Green,17,No Specialty
Mexico,12.0,2012,Typica,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10.0,10.0,10.0,7,Green,38,No Specialty
Mexico,1300.0,2013,Typica,Washed / Wet,7.33,7.0,6.75,7.08,7.17,7.25,9.33,10.0,10.0,0,Green,8,No Specialty
Mexico,1400.0,2012,Typica,Washed / Wet,7.5,7.0,6.92,7.08,6.92,6.75,10.0,10.0,10.0,0,,0,No Specialty
Nicaragua,1100.0,2016,Caturra,Other,7.17,7.0,6.92,7.0,7.0,7.0,10.0,10.0,10.0,0,Green,4,No Specialty
United States (Hawaii),,2013,,Natural / Dry,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,5,Green,8,No Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.33,7.08,6.33,7.25,7.0,7.0,10.0,10.0,10.0,1,Green,8,No Specialty
Mexico,1320.0,2012,Typica,Washed / Wet,7.25,6.83,6.83,7.0,7.17,7.0,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1250.0,2012,Typica,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.25,7.08,7.0,8.67,10.0,10.0,0,,0,No Specialty
Mexico,1350.0,2012,Bourbon,Washed / Wet,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10.0,8.67,0,,0,No Specialty
China,1850.0,2013,Typica,Washed / Wet,7.0,6.92,6.83,7.17,7.17,7.17,10.0,10.0,9.33,0,Green,5,No Specialty
Mexico,1150.0,2012,Caturra,Washed / Wet,6.92,6.92,6.67,7.25,7.17,6.92,10.0,10.0,10.0,0,,2,No Specialty
Nicaragua,,2016,,,7.08,7.0,6.75,6.83,7.08,6.92,10.0,10.0,10.0,1,Green,7,No Specialty
Nicaragua,,2014,,Natural / Dry,6.83,7.08,6.92,6.75,7.25,7.08,10.0,10.0,10.0,1,Green,1,No Specialty
Guatemala,1219.2,2014,Other,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10.0,0,Green,3,No Specialty
Taiwan,800.0,2013,Typica,Washed / Wet,6.83,6.75,7.17,7.25,7.0,6.92,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1400.0,2012,Typica,Washed / Wet,7.0,7.0,6.75,7.33,6.92,6.92,10.0,10.0,10.0,0,Green,1,No Specialty
Mexico,1300.0,2012,Typica,Washed / Wet,7.92,7.58,7.58,7.92,7.92,7.5,8.0,6.67,10.0,0,,1,No Specialty
United States (Hawaii),,,,,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10.0,0,,0,No Specialty
Mexico,1600.0,2014,Bourbon,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10.0,0,Green,0,No Specialty
Mexico,1400.0,2012,Typica,Washed / Wet,7.08,6.83,6.83,7.0,7.0,6.92,10.0,10.0,10.0,0,,14,No Specialty
Mexico,1200.0,2012,Caturra,Washed / Wet,7.25,7.17,7.0,6.83,7.58,7.08,8.67,10.0,10.0,1,Green,3,No Specialty
Brazil,,2014/2015,Catuai,Natural / Dry,6.83,7.0,6.92,7.08,6.92,6.83,10.0,10.0,10.0,3,Green,4,No Specialty
Mexico,1500.0,2012,Typica,Washed / Wet,7.58,7.17,7.0,7.17,7.33,7.0,8.0,10.0,10.0,0,,0,No Specialty
United States (Hawaii),,2014,Hawaiian Kona,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8.0,8.67,0,Bluish-Green,0,No Specialty
Guatemala,1219.2,2014,Other,Washed / Wet,7.17,6.5,6.67,7.0,7.17,7.17,10.0,10.0,10.0,0,Green,2,No Specialty
Guatemala,1310.64,2012,Bourbon,Washed / Wet,7.17,7.17,6.5,7.17,7.0,6.83,10.0,10.0,10.0,1,Green,4,No Specialty
Mexico,1300.0,2012,Typica,Natural / Dry,7.25,7.25,7.0,7.5,7.33,7.42,8.0,9.33,10.0,31,Green,47,No Specialty
Guatemala,,2012,Bourbon,Washed / Wet,7.17,6.08,6.17,7.25,7.33,7.33,10.0,10.0,10.0,0,Green,9,No Specialty
United States (Hawaii),,2014,Hawaiian Kona,Natural / Dry,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,2,Green,8,No Specialty
United States (Hawaii),,2012,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.5,7.67,7.75,8.0,8.67,9.33,4,Green,31,No Specialty
Indonesia,1300.0,2016,Java,Washed / Wet,6.92,6.83,6.92,6.92,6.92,6.83,10.0,10.0,10.0,0,,1,No Specialty
Mexico,1050.0,2012,Typica,Washed / Wet,7.08,6.83,6.67,7.25,7.25,6.92,10.0,9.33,10.0,0,Green,3,No Specialty
Taiwan,650.0,2016,Yellow Bourbon,Washed / Wet,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10.0,10.0,3,Green,4,No Specialty
Honduras,1350.0,2014,Pacas,Natural / Dry,6.83,7.0,6.67,7.0,7.0,6.83,10.0,10.0,10.0,2,Green,6,No Specialty
United States (Hawaii),,2014,Hawaiian Kona,Natural / Dry,7.58,7.33,7.5,7.42,7.5,7.33,8.0,8.67,9.33,2,Green,3,No Specialty
Guatemala,1219.2,2014,Other,Washed / Wet,7.42,7.25,6.83,7.33,7.0,6.92,9.33,9.33,9.33,1,Green,2,No Specialty
China,1200.0,2013,Typica,Washed / Wet,7.33,7.17,6.92,7.08,7.33,7.0,9.33,9.33,9.33,0,Green,28,No Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.0,6.83,6.83,7.17,6.67,6.83,10.0,10.0,10.0,3,Green,9,No Specialty
Mexico,850.0,2012,Other,Washed / Wet,7.25,7.33,7.0,7.0,7.25,7.08,10.0,10.0,8.0,2,Green,7,No Specialty
Colombia,,,,,7.42,7.17,7.0,7.17,7.67,7.17,8.67,9.33,9.33,1,Green,3,No Specialty
Costa Rica,1200.0,2014,Caturra,Washed / Wet,7.5,7.25,7.42,7.0,7.08,6.83,8.67,9.33,10.0,2,Green,4,No Specialty
Mexico,1248.0,2012,Typica,Washed / Wet,7.42,7.25,7.0,7.0,7.25,7.08,8.0,10.0,10.0,0,Green,3,No Specialty
Guatemala,,2012,Bourbon,Washed / Wet,7.17,6.17,6.17,7.08,7.33,6.83,10.0,10.0,10.0,0,Green,7,No Specialty
Nicaragua,1000.0,2016,,,7.42,7.0,7.0,7.17,7.08,7.0,9.33,8.67,10.0,0,Bluish-Green,0,No Specialty
Brazil,,2014,,Washed / Wet,7.0,6.75,6.67,6.83,7.08,6.83,10.0,10.0,10.0,0,,2,No Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.0,6.83,6.67,7.17,6.83,6.83,10.0,10.0,10.0,0,Green,2,No Specialty
Taiwan,775.0,2012,Typica,Washed / Wet,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10.0,0,Bluish-Green,0,No Specialty
United States (Hawaii),,2013,,Natural / Dry,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6.0,1,Green,5,No Specialty
Mexico,1300.0,2012,Typica,Washed / Wet,7.17,6.75,6.58,6.75,6.83,6.75,10.0,10.0,10.0,0,Green,3,No Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.08,6.92,6.33,7.0,6.92,7.0,10.0,10.0,10.0,2,Green,15,No Specialty
Brazil,890.0,2017 / 2018,Bourbon,Natural / Dry,7.5,7.33,7.42,7.58,7.58,6.92,8.0,8.0,10.0,0,Green,3,No Specialty
Guatemala,1219.2,2014,Other,Washed / Wet,7.33,7.0,6.83,7.17,7.17,7.17,9.33,9.33,9.33,1,Green,2,No Specialty
Mexico,1500.0,2012,Typica,Washed / Wet,7.33,7.0,6.67,7.0,6.92,6.92,9.33,9.33,10.0,4,,5,No Specialty
Haiti,825.0,2013,Typica,Washed / Wet,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10.0,10.0,0,,1,No Specialty
United States (Hawaii),,2013,,Natural / Dry,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10.0,1,Green,5,No Specialty
Mexico,1200.0,2012,Other,Washed / Wet,7.08,7.0,7.0,7.25,7.33,7.25,8.67,8.67,10.0,1,Green,11,No Specialty
Peru,1200.0,2014,Caturra,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7,Green,9,No Specialty
India,,2016,,Natural / Dry,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10.0,6.67,0,Green,0,No Specialty
Mexico,1200.0,08/09 crop,Typica,,6.67,6.33,6.42,6.83,7.0,6.92,10.0,10.0,10.0,0,,0,No Specialty
Guatemala,,2012,Bourbon,Washed / Wet,6.42,6.5,6.5,7.33,6.33,6.92,10.0,10.0,10.0,0,,4,No Specialty
Mexico,1100.0,2012,Typica,Washed / Wet,7.17,6.58,6.58,7.0,7.25,6.58,9.33,9.33,10.0,0,Green,14,No Specialty
Guatemala,1310.64,2012,Bourbon,Washed / Wet,7.5,7.0,6.83,7.5,7.17,7.33,8.67,8.67,8.67,0,Green,8,No Specialty
Guatemala,,2011/2012,Bourbon,Washed / Wet,6.17,6.5,6.5,7.17,7.0,6.83,10.0,10.0,10.0,0,,5,No Specialty
United States (Hawaii),,2014,Hawaiian Kona,Natural / Dry,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,0,Green,0,No Specialty
United States (Hawaii),,2013,,Natural / Dry,7.5,7.33,7.33,7.58,7.67,7.25,8.0,8.0,8.0,0,Bluish-Green,3,No Specialty
Mexico,1400.0,2012,Typica,Washed / Wet,7.42,7.0,6.83,7.08,6.92,6.83,7.33,10.0,10.0,2,,4,No Specialty
Indonesia,3500.0,2011,Other,Natural / Dry,7.33,7.0,6.5,6.08,7.58,6.33,9.33,10.0,9.33,4,,26,No Specialty
Mexico,1250.0,2012,Bourbon,Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,10.0,7.33,10.0,0,Green,12,No Specialty
Honduras,1350.0,2014,Pacas,Natural / Dry,6.83,6.83,6.67,6.83,7.0,6.83,9.33,8.67,10.0,0,Green,7,No Specialty
